Date,Close_GLD,Close_SPY,Returns_GLD,Returns_SPY,RSI_GLD,RSI_SPY,MACD_GLD,MACD_SPY,ATR_GLD,ATR_SPY,Volatility_GLD,Volatility_SPY
2005-02-08 00:00:00-05:00,41.2599983215332,82.01262664794922,-0.00024235851997878033,0.0011654975833668146,28.956103831445873,61.6165131122149,-0.36366713223701197,0.38831642938468747,0.39963952738187897,0.6532158577864019,0.0067788479671667175,0.0059512486178395375
2005-02-09 00:00:00-05:00,41.310001373291016,81.39861297607422,0.0012119014491505098,-0.007486818761588299,30.455511935165756,53.39290439147744,-0.38374715021249983,0.3766352419141725,0.39465355248127404,0.66933150246971,0.006596919875729146,0.00599168996892711
2005-02-10 00:00:00-05:00,41.75,81.69196319580078,0.01065114045223603,0.0036038724617186713,42.046317344208006,56.38770118439107,-0.3600065655816067,0.38659233202895393,0.40583260483505124,0.6568735122446702,0.0067192921356662655,0.005999563887318257
2005-02-11 00:00:00-05:00,42.08000183105469,82.39471435546875,0.007904235474363697,0.008602451602045535,48.9222605480241,62.58938969066757,-0.310978821121914,0.4460477819553148,0.4061730032335624,0.6912687134005566,0.007006634749751292,0.005907289462535534
2005-02-14 00:00:00-05:00,42.54999923706055,82.33329010009766,0.011169139390555083,-0.0007454878125566777,56.786159153929596,61.76268547199407,-0.23153018186530971,0.48264658096255175,0.4178020870900782,0.6563378889111109,0.007325267853777174,0.005849412893856925
2005-02-15 00:00:00-05:00,42.58000183105469,82.64027404785156,0.0007051138550435709,0.0037285519305823023,57.23874885575543,64.30056623905885,-0.16425220706512533,0.5303093557210872,0.4051620006499196,0.6447510577491498,0.007325462430386742,0.00546479361190095
2005-02-16 00:00:00-05:00,42.52000045776367,82.69488525390625,-0.0014091444506997286,0.0006608304084647632,55.97613151437001,64.74880403233189,-0.11445615736096215,0.5659650235423044,0.4047518971019484,0.6363511496789365,0.007325353859598265,0.004793215609073553
2005-02-17 00:00:00-05:00,42.72999954223633,82.02628326416016,0.004938830719939835,-0.008085167392072878,59.35541916276476,55.55235445155613,-0.057385750912750666,0.5341148607040509,0.396499520248742,0.6458791764463362,0.0073952813618857575,0.004971639099556268
2005-02-18 00:00:00-05:00,42.75,82.13545989990234,0.00046806594846571237,0.001330995766205767,59.6729171553145,56.635457889351805,-0.010423022723877295,0.5117834976768307,0.3795676845473992,0.6263135755081047,0.0069273978751158505,0.004666536606981651
2005-02-22 00:00:00-05:00,43.56999969482422,80.91421508789062,0.019181279411092822,-0.014868667120145673,70.01487275904427,43.78304100541768,0.09190299949239034,0.3910338863961442,0.41844174705955733,0.677825916580082,0.00814625295836338,0.005903628597892989
2005-02-23 00:00:00-05:00,43.41999816894531,81.49412536621094,-0.0034427708728380635,0.007166976503330202,66.64775683895945,49.62856526018681,0.15905969860035896,0.338233912450832,0.418561899924792,0.6765873186547187,0.007601950218302605,0.00605634630634853
